Store Number,Country,Ownership Type,Latitude,Longitude,Street Address,City,State/Province,Timezone,Year
16189-167325,JP,Company Owned,35.686182,139.730126,1-5-25 Yotsuya,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
30465-86682,JP,Company Owned,33.841421,132.770518,3-1-1 Okaido,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
49155-267192,JP,Company Owned,33.835584,132.764157,4-4-1 Minatomachi,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
31625-111624,JP,Company Owned,33.835225,132.758273,7-1-29 Minatomachi,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
53786-286004,JP,Company Owned,33.850332,132.784965,1-10-12 Dogomachi,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
19731-201525,JP,Company Owned,33.854158,132.753398,1-4-12 Chuo,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
25523-241265,JP,Company Owned,33.810428,132.765347,3-7-28 Furukawakita,Matsuyama,38,GMT+09:00 Asia/Tokyo,2021
49064-266833,JP,Licensed,33.795125,132.833469,3-1-13 Noda,Toon,38,GMT+09:00 Asia/Tokyo,2021
32593-297114,JP,Licensed,33.78691,132.715287,850 Tsutsui,Masaki-cho,38,GMT+09:00 Asia/Tokyo,2021
28480-250728,JP,Company Owned,34.04381,132.962115,1-1 Nigiwaihiroba,Imabari,38,GMT+09:00 Asia/Tokyo,2021
13073-156087,JP,Company Owned,33.954131,133.268899,8-8 Maedacho,Niihama,38,GMT+09:00 Asia/Tokyo,2021
20221-204226,JP,Licensed,34.239691,132.565529,3-1 Aoyamacho,Kure,34,GMT+09:00 Asia/Tokyo,2021
30556-95543,JP,Company Owned,34.242457,132.555792,5-10 Takaramachi,Kure,34,GMT+09:00 Asia/Tokyo,2021
30525-93809,JP,Company Owned,34.362563,132.468531,6-1-15 Ujinahigashi Minami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
28482-247631,JP,Company Owned,34.297845,132.32057,459-2 Miyajimacho,Hatsukaichi,34,GMT+09:00 Asia/Tokyo,2021
31629-187289,JP,Company Owned,34.380393,132.479179,1-2-3 Kasumi Minami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
32311-136746,JP,Company Owned,34.376183,132.46353,2-224-7 Minamimachi Minami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
29752-255187,JP,Company Owned,34.432016,132.836686,5661 Takayachokodani,Higashihiroshima,34,GMT+09:00 Asia/Tokyo,2021
17072-172465,JP,Company Owned,34.386862,132.484692,2-3-1 Danbarahinode Minami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
30529-95646,JP,Company Owned,34.394444,132.498965,2-1-1 Osu,Fuchu-cho,34,GMT+09:00 Asia/Tokyo,2021
48950-257388,JP,Licensed,34.395829,132.47644,3-1-1 Matsubaracho Minami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
60116-294307,JP,Company Owned,34.392989,132.465147,5-1 Ebisucho Naka-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
59212-293428,JP,Company Owned,34.392117,132.462604,2-1 Shintenchi Naka-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
52523-282405,JP,Company Owned,34.397682,132.475952,"1-2, Matsubaracho Minami-ku",Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
30250-50859,JP,Company Owned,34.392315,132.461419,9-1 Hondori Naka-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
30279-55639,JP,Company Owned,34.390444,132.455547,2-11-10 Otemachi Naka-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
30232-31099,JP,Company Owned,34.394025,132.457175,Kamiyacho Naka-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
49704-269132,JP,Licensed,34.37286,132.406865,2-1-45 Ogi Nishi-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
30585-98859,JP,Company Owned,34.373171,132.394943,2-26-1 Kusatsushinmachi Nishi-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
26263-237766,JP,Company Owned,34.34591,132.335267,2-2-1 Shimohera,Hatsukaichi,34,GMT+09:00 Asia/Tokyo,2021
1858-143104,JP,Company Owned,34.365579,132.31824,293 Kamihera,Hatsukaichi,34,GMT+09:00 Asia/Tokyo,2021
52919-283604,JP,Company Owned,34.408794,132.396564,4-1-1 Ishiuchihigashi Saeki-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
1845-141327,JP,Company Owned,34.444421,132.461408,3-2-1 Gion Asaminami-ku,Hiroshima,34,GMT+09:00 Asia/Tokyo,2021
21200-209865,JP,Company Owned,33.576675,133.542085,1-4-8 Hadaminamimachi,Kochi,39,GMT+09:00 Asia/Tokyo,2021
64750-298918,JP,Company Owned,33.576098,133.542332,1-4-8 Hadaminamimachi,Kochi,39,GMT+09:00 Asia/Tokyo,2021
26242-236936,JP,Company Owned,33.560261,133.53681,2-2-14 Obiyamachi,Kochi,39,GMT+09:00 Asia/Tokyo,2021
31815-119925,JP,Company Owned,33.578818,133.553312,1-9-39 Azonokitamachi,Kochi,39,GMT+09:00 Asia/Tokyo,2021
32080-132226,JP,Company Owned,33.548711,133.550928,2-13-28 Ushioshinmachi,Kochi,39,GMT+09:00 Asia/Tokyo,2021
55869-286194,JP,Licensed,33.566757,133.562925,90-1 Minamigoza,Kochi,39,GMT+09:00 Asia/Tokyo,2021
30126-13534,JP,Company Owned,35.769626,139.661078,2-6-1 Tokumaru,Itabashi-ku,13,GMT+09:00 Asia/Tokyo,2021
30821-102810,JP,Company Owned,35.749474,139.691761,30-1 Oyaguchikamicho,Itabashi-ku,13,GMT+09:00 Asia/Tokyo,2021
30084-144064,JP,Company Owned,35.702453,139.560201,3-46-4 Shimorenjaku,Mitaka,13,GMT+09:00 Asia/Tokyo,2021
61638-294372,JP,Company Owned,35.712151,139.533379,5-19-10 Shinmachi,Nishitokyo,13,GMT+09:00 Asia/Tokyo,2021
30468-81169,JP,Company Owned,35.661606,139.729538,6-4-1 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30469-77187,JP,Company Owned,35.660459,139.728816,6-10-1 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
32468-138170,JP,Company Owned,35.660406,139.728681,6-10-1 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30136-22302,JP,Company Owned,35.664026,139.731139,7-14-1 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
49775-269133,JP,Company Owned,35.664906,139.730658,9-7-2 Akasaka,Minato-ku,19,GMT+09:00 Asia/Tokyo,2021
30604-143764,JP,Licensed,35.658598,139.731895,6-11-1 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
21847-215665,JP,Company Owned,35.66552,139.739346,1-4-5 Roppongi,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30006-9852,JP,Company Owned,35.667769,139.740381,1-12-32 Akasaka,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30380-37179,JP,Company Owned,35.661431,139.71441,5-4-27 Minamiaoyama,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30175-33819,JP,Company Owned,35.671263,139.739232,2-17-1 Akasaka,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
55273-286614,JP,Company Owned,35.673096,139.723491,1-2-3 Kitaaoyama,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
32408-137346,JP,Company Owned,35.672976,139.736699,5-3-1 Akasaka,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30430-78924,JP,Company Owned,35.650416,139.721804,5-14-5 Hiroo,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30015-9921,JP,Company Owned,35.669975,139.717367,2-26-3 Minamiaoyama,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
62133-295222,JP,Company Owned,35.664679,139.745115,4-1-1 Toranomon,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
51833-267934,JP,Company Owned,35.669896,139.742368,1-8-1 Akasaka,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30100-13422,JP,Company Owned,35.673278,139.740242,2-11-1 Nagatacho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
30041-11580,JP,Company Owned,35.664686,139.711618,3-6-17 Kitaaoyama,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30042-11581,JP,Company Owned,35.662804,139.711004,5-10-1 Minamiaoyama,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
30074-12773,JP,Company Owned,35.668537,139.746507,2-3-17 Toranomon,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
15501-162425,JP,Company Owned,35.666553,139.710874,4-3-4 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
32287-136747,JP,Company Owned,35.676078,139.738535,2-13-10 Nagatacho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
30127-25987,JP,Company Owned,35.677263,139.73565,3-21-20 Akasaka,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
32660-135585,JP,Company Owned,35.670875,139.747002,3-2-5 Kasumigaseki,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
60099-290551,JP,Company Owned,35.667574,139.750393,1-17-1 Toranomon,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
49505-248775,JP,Company Owned,35.660562,139.707051,2-9-8 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
25524-241267,JP,Company Owned,35.67911,139.736851,1-2 Kioicho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
24160-236184,JP,Company Owned,35.647298,139.714656,1-18-14 Ebisu,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30058-11718,JP,Company Owned,35.670398,139.750027,1-1-23 Toranomon,Minato-ku,13,GMT+09:00 Asia/Tokyo,2021
57714-291043,JP,Company Owned,35.667827,139.707433,4-12-10 Jinguumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30086-14230,JP,Company Owned,35.658662,139.705219,2-15-1 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30088-15593,JP,Company Owned,35.656247,139.705715,3-11-7 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
61631-294308,JP,Company Owned,35.680079,139.71967,34 Shinanomachi,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
17070-167326,JP,Company Owned,35.668645,139.705994,4-30-3 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30011-9917,JP,Company Owned,35.670002,139.706232,"1-8-6, Jingumae",Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
52192-278231,JP,Company Owned,35.659004,139.703559,2-21-1 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
32774-136926,JP,Company Owned,35.665861,139.703679,6-17-11 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30533-94918,JP,Company Owned,35.646674,139.710452,1-5-5 Ebisuminami,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
24270-236938,JP,Company Owned,35.646309,139.710659,1-5-5 Ebisuminami,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
58751-292663,JP,Company Owned,35.662067,139.702668,1-23-16 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30005-9834,JP,Company Owned,35.67027,139.754297,2-2-3 Uchisaiwaicho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
31650-286272,JP,Company Owned,35.681949,139.718573,35 Shinanomachi,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
56326-290216,JP,Company Owned,35.657528,139.702544,3-21-3 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
61466-293716,JP,Company Owned,35.662605,139.701946,6-20-10 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
58494-291194,JP,Licensed,35.658389,139.70208,2-24-12 Shibuya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
1820-144366,JP,Company Owned,35.642487,139.713369,4-20-3 Ebisu,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30113-20139,JP,Company Owned,35.64606,139.707762,1-2-10 Ebisuminami,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30242-49479,JP,Company Owned,37.916652,139.055995,1-6-1 Bandai Chuo-ku,Niigata,15,GMT+09:00 Asia/Tokyo,2021
64587-297675,JP,Company Owned,34.83664,135.575287,2-1 Shironomaecho,Ibaraki,27,GMT+09:00 Asia/Tokyo,2021
16818-163924,JP,Company Owned,34.799675,135.582845,1-5 Masago-tamashimadai,Ibaraki,27,GMT+09:00 Asia/Tokyo,2021
31284-107111,JP,Company Owned,34.749072,135.579661,1-18 Dainichi-higashimachi,Moriguchi,27,GMT+09:00 Asia/Tokyo,2021
56811-290790,JP,Company Owned,34.735992,135.566256,1-1 Kawaharacho,Moriguchi,27,GMT+09:00 Asia/Tokyo,2021
32498-137784,JP,Licensed,34.784577,135.630079,31-17 Korishinmachi,Neyagawa,27,GMT+09:00 Asia/Tokyo,2021
55461-289332,JP,Company Owned,34.816216,135.64846,19-19 Okahigashicho,Hirakata,27,GMT+09:00 Asia/Tokyo,2021
28779-244577,JP,Licensed,34.815865,135.6498,12-2 Okahigashicho,Hirakata,27,GMT+09:00 Asia/Tokyo,2021
30012-9918,JP,Company Owned,35.69207,139.706326,3-11-6 Shinjuku,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
60680-295076,JP,Company Owned,35.690337,139.70548,3-1-24 Shinjuku,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
60057-293163,JP,Company Owned,35.689554,139.707443,2-5-12 Shinjuku,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
60909-295244,JP,Company Owned,35.683851,139.711306,11 Naitomachi,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
32242-135149,JP,Company Owned,35.678105,139.705882,3-39-9 Sendagaya,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
57407-267935,JP,Company Owned,35.705793,139.717083,1-24-1 Toyama,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
30171-31120,JP,Company Owned,35.71225,139.706625,1-25-32 Takadanobaba,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
30018-9924,JP,Company Owned,35.687568,139.723401,2-14-4 Yotsuya,Shinjuku-ku,13,GMT+09:00 Asia/Tokyo,2021
61098-292760,JP,Company Owned,35.670737,139.703423,1-14-30 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
32729-138162,JP,Company Owned,35.669831,139.702813,1-18-22 Jingumae,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
66244-300765,JP,Company Owned,35.72108,139.706753,1-4-1 Mejiro,Toshima-ku,13,GMT+09:00 Asia/Tokyo,2021
30476-86766,JP,Company Owned,35.663567,139.701043,1-12-10 Jinnan,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30137-15493,JP,Company Owned,35.664048,139.699192,1-7-5 Jinnan,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
26972-246305,JP,Company Owned,35.661461,139.700522,1-21-3 Jinnan,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
59316-291747,JP,Company Owned,35.662025,139.698784,15-1 Udagawacho,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30605-14431,JP,Licensed,35.659798,139.700383,21-6 Udagawacho,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30008-9914,JP,Company Owned,35.660214,139.696567,2-25-6 Dogenzaka,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
56364-290253,JP,Company Owned,35.657667,139.700453,1-2-3 Dogenzaka,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
30118-13424,JP,Company Owned,35.657817,139.697761,1-12-3 Dogenzaka,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
58955-293204,JP,Company Owned,35.649119,139.700115,16-15 Sarugakucho,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
15807-164745,JP,Licensed,35.649008,139.700029,17-5 Sarugakucho,Shibuya-ku,13,GMT+09:00 Asia/Tokyo,2021
54923-288532,JP,Company Owned,35.649184,139.692612,2-19-23 Aobadai,Meguro-ku,13,GMT+09:00 Asia/Tokyo,2021
30328-41180,JP,Company Owned,35.645327,139.697609,3-1-3 Kamimeguro,Meguro-ku,13,GMT+09:00 Asia/Tokyo,2021
29760-255188,JP,Licensed,35.644482,139.699211,1-22-10 Kamimeguro,Meguro-ku,13,GMT+09:00 Asia/Tokyo,2021
30347-70982,JP,Company Owned,35.643493,139.698495,2-1-1 Kamimeguro,Meguro-ku,13,GMT+09:00 Asia/Tokyo,2021
21302-210705,JP,Company Owned,35.649159,139.683384,2-27-7 Ikejiri,Setagaya-ku,13,GMT+09:00 Asia/Tokyo,2021
31866-123924,JP,Company Owned,33.209858,131.535035,1-1 Idaigaoka Hasamamachi,Yufu,44,GMT+09:00 Asia/Tokyo,2021
56123-290031,JP,Company Owned,34.664285,135.500516,5-1-5 Namba Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
57409-290032,JP,Company Owned,34.666168,135.501641,3-2-18 Namba Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
59313-293112,JP,Company Owned,34.66673,135.495933,1-2-3 Minatomachi Naniwa-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30266-55599,JP,Company Owned,34.667605,135.499871,2-2-3 Nanba Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30803-102740,JP,Licensed,34.668646,135.501444,1-8-19 Dotonbori Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
15991-167327,JP,Company Owned,34.672102,135.498692,1-6-14 Nishishinsaibashi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
47219-257385,JP,Company Owned,34.673359,135.499905,1-4-3 Nishishinsaibashi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
62485-295399,JP,Company Owned,34.673863,135.500974,1-8-3 Shinsaibashisuji Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30244-41182,JP,Company Owned,34.673662,135.496893,1-1-18 Kitahorie Nishi-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
32737-138808,JP,Company Owned,34.675223,135.502636,3-chome Minamisenba Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
59314-292758,JP,Company Owned,34.675316,135.498297,7 Nagahori Chikagai,Osaka,27,GMT+09:00 Asia/Tokyo,2021
24130-235724,JP,Company Owned,34.676094,135.501164,3-11-10 Minamisenba Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
59166-292665,JP,Company Owned,34.680602,135.500242,4-1-15 Kyutaromachi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30443-84826,JP,Company Owned,34.68119,135.497056,1-3-18 Awaza Nishi-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30082-12911,JP,Company Owned,34.683805,135.506876,1-8-12 Honmachi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30072-12692,JP,Company Owned,34.683435,135.500309,4-2-12 Honmachi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30103-19400,JP,Company Owned,34.686339,135.517583,2-2-22 Tanimachi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
30602-99932,JP,Company Owned,34.689938,135.516958,1-1 Tenmabashikyomachi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
32525-138157,JP,Company Owned,34.690913,135.500631,4-1-1 Imabashi Chuo-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
49050-266832,JP,Company Owned,35.701569,139.52456,5-1-1 Kajinocho,Koganei,13,GMT+09:00 Asia/Tokyo,2021
30586-98860,JP,Company Owned,34.682995,136.46499,2533 Kazahaya Hisaimyojincho,Tsu,24,GMT+09:00 Asia/Tokyo,2021
31415-108430,JP,Company Owned,34.683269,136.517915,716 Fujikata,Tsu,24,GMT+09:00 Asia/Tokyo,2021
55405-289269,JP,Company Owned,34.670285,136.5177,145 Takajayakomoricho,Tsu,24,GMT+09:00 Asia/Tokyo,2021
50255-273737,JP,Company Owned,34.579327,136.518785,772-31 Kawaimachi,Matsusaka,24,GMT+09:00 Asia/Tokyo,2021
16242-169545,JP,Company Owned,34.581455,136.612924,1223 Nakamura,Meiwa-cho,24,GMT+09:00 Asia/Tokyo,2021
15263-157904,JP,Company Owned,34.505886,136.722343,538 Kogicho,Ise,24,GMT+09:00 Asia/Tokyo,2021
66322-300841,JP,Company Owned,34.747749,136.134927,1850 Shijukucho,Iga,24,GMT+09:00 Asia/Tokyo,2021
62498-296923,JP,Company Owned,34.461025,136.723262,37-4 Ujiimazaikecho Nakakashuraku,Ise,24,GMT+09:00 Asia/Tokyo,2021
53720-274849,JP,Company Owned,35.673463,139.759004,1-1-4 Yurakucho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
30052-11639,JP,Company Owned,35.671222,139.760326,7-2-22 Ginza,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
23460-230450,JP,Company Owned,35.67508,139.761633,1-10-1 Yurakucho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
30389-80324,JP,Company Owned,35.674892,139.76202,1-10-1 Yurakucho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
1841-139924,JP,Company Owned,35.67277,139.762233,5-1saki Ginza,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
30204-44102,JP,Company Owned,35.677472,139.762619,3-3-1 Marunouchi,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
61633-294584,JP,Company Owned,35.675705,139.762853,1-11-1 Yurakucho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
3677-139064,JP,Company Owned,35.67909,139.76286,2-6-1 Marunouchi,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
61029-295396,JP,Company Owned,35.672845,139.763298,4-1-2 Ginza,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
18721-191887,JP,Licensed,35.674939,139.763603,2-9 Yurakucho,Chiyoda-ku,13,GMT+09:00 Asia/Tokyo,2021
53676-285938,JP,Licensed,34.771037,134.835216,269-1 Kakogawacho-Jikemachi,Kakogawa,28,GMT+09:00 Asia/Tokyo,2021
25220-240245,JP,Company Owned,34.930224,134.829032,308-1 Hojochohojo,Kasai,28,GMT+09:00 Asia/Tokyo,2021
18926-178926,JP,Company Owned,34.827569,134.69027,188-1 Ekimaecho,Himeji,28,GMT+09:00 Asia/Tokyo,2021
49437-269125,JP,Company Owned,34.827099,134.688904,222 Tofumachi,Himeji,28,GMT+09:00 Asia/Tokyo,2021
24474-238101,JP,Company Owned,34.809157,134.680845,3-3 Miyake Shikama-ku,Himeji,28,GMT+09:00 Asia/Tokyo,2021
31574-111628,JP,Company Owned,34.803768,134.671406,236 Ebisu Shikama-ku,Himeji,28,GMT+09:00 Asia/Tokyo,2021
24269-236937,JP,Company Owned,34.798651,134.668715,2560 Hosoe Shikama-ku,Himeji,28,GMT+09:00 Asia/Tokyo,2021
30571-95304,JP,Company Owned,34.806674,134.606459,2-5 Otsucho Otsu-ku,Himeji,28,GMT+09:00 Asia/Tokyo,2021
51155-277380,JP,Licensed,34.05127,131.803067,2-28-2 Miyukidori,Shunan,35,GMT+09:00 Asia/Tokyo,2021
50464-274847,JP,Company Owned,35.828816,137.968959,2405-1 Kamishinden,Ina,20,GMT+09:00 Asia/Tokyo,2021
27803-248770,JP,Company Owned,36.14288,137.246996,2-47 Okahonmachi,Takayama,21,GMT+09:00 Asia/Tokyo,2021
1844-141128,JP,Company Owned,35.684582,138.485416,645-1 Kakiki Shida,Kai,19,GMT+09:00 Asia/Tokyo,2021
1846-141328,JP,Company Owned,39.730073,140.149327,44-2 Hasunuma Hiroomote,Akita,05,GMT+09:00 Asia/Tokyo,2021
23152-228246,JP,Company Owned,39.713049,140.143136,4-5-20 Higashi-dori,Akita,05,GMT+09:00 Asia/Tokyo,2021
30464-86760,JP,Company Owned,39.717612,140.128671,7-2-1 Nakadori,Akita,05,GMT+09:00 Asia/Tokyo,2021
49638-269131,JP,Company Owned,39.716657,140.129158,7-1-2 Nakadori,Akita,05,GMT+09:00 Asia/Tokyo,2021
52476-277384,JP,Company Owned,39.724783,140.108838,14-18 Hodono-teppomachi,Akita,05,GMT+09:00 Asia/Tokyo,2021
30610-100068,JP,Company Owned,39.663593,140.160593,1-1-1 Goshonojizoden,Akita,05,GMT+09:00 Asia/Tokyo,2021
32792-137351,JP,Company Owned,39.437541,140.511747,177 Tsubotate Wago,Daisen,05,GMT+09:00 Asia/Tokyo,2021
58341-292504,JP,Company Owned,39.309343,140.556689,1-6-21 Jori,Yokote,05,GMT+09:00 Asia/Tokyo,2021
30345-71381,JP,Company Owned,35.67942,139.780728,1-12-2 Nihonbashikayabacho,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
30209-34681,JP,Company Owned,35.672285,139.767596,3-7-3 Ginza,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
30117-21601,JP,Company Owned,35.676514,139.769564,2-4-12 Kyobashi,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
27439-247626,JP,Company Owned,35.677271,139.769667,2-2-1 Kyobashi,Chuo-ku,13,GMT+09:00 Asia/Tokyo,2021
24052-222644,JP,Company Owned,34.437203,135.448047,4-4-7 Ayumino,Izumi,27,GMT+09:00 Asia/Tokyo,2021
30097-15503,JP,Company Owned,34.691585,135.496348,1-2-16 Edohori Nishi-ku,Osaka,27,GMT+09:00 Asia/Tokyo,2021
32396-137535,JP,Company Owned,26.369597,127.746473,639-1 Furugen,Yomitanson,47,GMT+09:00 Asia/Tokyo,2021
1341-139045,JP,Company Owned,26.328341,127.770601,813-1 Kamiseido,Chatan-cho,47,GMT+09:00 Asia/Tokyo,2021
30377-78761,JP,Company Owned,26.316214,127.757816,16-2 Mihama,Chatan-cho,47,GMT+09:00 Asia/Tokyo,2021
30764-100398,JP,Company Owned,26.314532,127.756777,8-3 Mihama,Chatan-cho,47,GMT+09:00 Asia/Tokyo,2021
31417-108697,JP,Company Owned,26.31374,127.760825,1-5-11 Mihama,Chatan-cho,47,GMT+09:00 Asia/Tokyo,2021
26383-237765,JP,Company Owned,26.314225,127.797302,1 raikamu,Kitanakagusuku-son,47,GMT+09:00 Asia/Tokyo,2021
30562-96699,JP,Company Owned,26.353061,127.825847,450-1 Esu,Uruma,47,GMT+09:00 Asia/Tokyo,2021
58242-289732,JP,Company Owned,26.3437,127.854909,393-1 Toyohara,Uruma,47,GMT+09:00 Asia/Tokyo,2021
24048-230447,JP,Company Owned,26.269554,127.734468,216-2 Ojana,Ginowan,47,GMT+09:00 Asia/Tokyo,2021
58500-290951,JP,Company Owned,26.262284,127.698268,3-1-1 Irijima,Urasoe,47,GMT+09:00 Asia/Tokyo,2021
30765-102058,JP,Company Owned,26.252316,127.738172,2-2-9 Toyama,Urasoe,47,GMT+09:00 Asia/Tokyo,2021
1394-137350,JP,Company Owned,26.23769,127.722326,652 Kyozuka,Urasoe,47,GMT+09:00 Asia/Tokyo,2021
30861-103116,JP,Company Owned,26.224385,127.765152,130 Kadekaru,Nishihara-cho,47,GMT+09:00 Asia/Tokyo,2021
